partyfacts_id,field,link,page
5516,ideology,Christian democracy,Christian democracy
5516,position,Centre-right,Centre-right politics
5519,position,Centre-right,Centre-right politics
5518,ideology,Social democracy,Social democracy
5518,ideology,Separatism,Separatism
5518,position,Centre-left,Centre-left politics
5517,ideology,Progressivism,Progressivism
5517,ideology,Green politics,Green politics
1743,ideology,Agrarianism,Agrarianism
1743,ideology,Australia National University,Australian National University
1743,ideology,ANU Press,ANU Press
1743,ideology,Conservatism,Conservatism
1743,ideology,Conservatism in Australia,Conservatism in Australia
1743,position,Centre-right politics,Centre-right politics
1743,position,Right-wing politics,Right-wing politics
777,ideology,Agrarianism,Agrarianism
777,ideology,Australia National University,Australian National University
777,ideology,ANU Press,ANU Press
777,ideology,Conservatism,Conservatism
777,ideology,Conservatism in Australia,Conservatism in Australia
777,position,Centre-right politics,Centre-right politics
777,position,Right-wing politics,Right-wing politics
990,ideology,Liberalism,Liberalism
990,ideology,Liberalism in Australia,Liberalism in Australia
990,ideology,Policy and Society,Policy and Society
990,ideology,Oxford University Press,Oxford University Press
990,ideology,Commonwealth & Comparative Politics,Commonwealth & Comparative Politics
990,ideology,Routledge,Routledge
990,ideology,Cambridge University Press,Cambridge University Press
990,ideology,Social liberalism,Social liberalism
990,ideology,Springer Nature,Springer Nature
990,ideology,Environmentalism,Environmentalism
990,ideology,ABC News (Australia),ABC News (Australia)
990,position,Centrism,Centrism
990,position,Parliament of Australia,Parliament of Australia
990,position,Cambridge University Press,Cambridge University Press
990,position,The Sydney Morning Herald,The Sydney Morning Herald
990,position,Nine Entertainment,Nine Entertainment
990,position,Centre-left politics,Centre-left politics
990,position,Encyclopædia Britannica,Encyclopædia Britannica
990,position,"Encyclopædia Britannica, Inc.","Encyclopædia Britannica, Inc."
990,position,Special Broadcasting Service,Special Broadcasting Service
1209,ideology,Green politics,Green politics
1209,ideology,Progressivism,Progressivism
1209,ideology,Left-wing populism,Left-wing populism
1209,position,Left-wing politics,Left-wing politics
1209,position,Cambridge Scholars Publishing,Cambridge Scholars Publishing
1209,position,"Collingwood, Melbourne","Collingwood, Victoria"
424,ideology,Social democracy,Social democracy
424,position,Centre-left politics,Centre-left politics
3772,ideology,Anti-communism,Anti-communism
3772,ideology,Social conservatism,Social conservatism
3772,ideology,Social democracy,Social democracy
3772,ideology,Distributism,Distributism
6918,ideology,Social democracy,Social democracy
6918,position,Centre-left politics,Centre-left politics
1572,ideology,Australian labour movement,Australian labour movement
1572,ideology,Anti-communism,Anti-communism
6915,ideology,Social democracy,Social democracy
6915,ideology,Democratic socialism,Democratic socialism
6915,position,Centre-left politics,Centre-left politics
6917,ideology,Social democracy,Social democracy
6917,position,Centre-left politics,Centre-left politics
1756,ideology,Anti-conscription,Conscription
1756,ideology,Social liberalism,Social liberalism
1756,position,Centrism,Centrism
323,ideology,Christian democracy,Christian democracy
323,ideology,Conservatism,Conservatism
323,ideology,Conservatism in Australia,Conservatism in Australia
323,ideology,Social conservatism,Social conservatism
323,ideology,Christian right,Christian right
323,position,Right-wing,Right-wing politics
451,ideology,Conservatism,Conservatism
451,ideology,Conservatism in Australia,Conservatism in Australia
451,ideology,Liberalism,Liberalism
451,ideology,Liberalism in Australia,Liberalism in Australia
451,ideology,Liberal conservatism,Liberal conservatism
451,ideology,Agrarianism,Agrarianism
451,position,Centre-right politics,Centre-right politics
451,position,Right-wing politics,Right-wing politics
1999,ideology,Liberalism,Liberalism
1999,ideology,Liberalism in Australia,Liberalism in Australia
1999,ideology,Cambridge University Press,Cambridge University Press
1999,ideology,Conservatism,Conservatism
1999,ideology,Conservatism in Australia,Conservatism in Australia
1999,position,Centre-right politics,Centre-right politics
143,ideology,Conservatism,Conservatism
143,ideology,Conservatism in Australia,Conservatism in Australia
143,ideology,Charles Darwin University,Charles Darwin University
143,ideology,ABC News (Australia),ABC News (Australia)
143,ideology,Populism,Populism
143,position,Centre-right politics,Centre-right politics
143,position,Centrism,Centrism
1263,ideology,Social conservatism,Social conservatism
1263,ideology,Familialism,Familialism
1263,position,Right-wing,Right-wing politics
663,ideology,Federalism,Federalism
663,ideology,Liberalism in Australia,Liberalism in Australia
663,ideology,Colonial liberalism,Colonial liberalism
663,ideology,Laissez-faire,Laissez-faire
663,ideology,Conservatism,Conservatism
663,ideology,Conservatism in Australia,Conservatism in Australia
663,ideology,Cambridge University Press,Cambridge University Press
663,ideology,Classical liberalism,Classical liberalism
663,ideology,Anti-socialism,Criticism of socialism
663,ideology,Macquarie University,Macquarie University
663,position,Centre-right politics,Centre-right politics
663,position,Right-wing politics,Right-wing politics
1997,ideology,Populism,Populism
1997,ideology,Oxford University Press,Oxford University Press
1997,ideology,Agrarian socialism,Agrarian socialism
1997,ideology,Australian Financial Review,Australian Financial Review
1997,ideology,Public Health Nutrition,Public Health Nutrition
1997,ideology,Cambridge University Press,Cambridge University Press
1997,ideology,Social conservatism,Social conservatism
1997,ideology,The Canberra Times,The Canberra Times
1997,ideology,Australian Community Media,Australian Community Media
1997,ideology,Economic nationalism,Economic nationalism
1997,ideology,ANU Press,ANU Press
1997,ideology,North Queensland statehood,State of North Queensland
248,ideology,Langism,Langism
248,ideology,Keynesianism,Keynesian economics
248,ideology,Anti-communism,Anti-communism
248,ideology,Populism,Populism
248,ideology,Labourism,Labour movement
248,ideology,Australian nationalism,Australian nationalism
248,ideology,Social democracy,Social democracy
1642,ideology,Liberalism,Liberalism
1642,ideology,Liberalism in Australia,Liberalism in Australia
1642,ideology,Conservatism,Conservatism
1642,ideology,Conservatism in Australia,Conservatism in Australia
1642,ideology,Liberal conservatism,Liberal conservatism
1642,position,Centre-right politics,Centre-right politics
1642,position,Solstice Media,Solstice Media
1642,position,Right-wing politics,Right-wing politics
1642,position,The Australian,The Australian
1642,position,News Corp Australia,News Corp Australia
9149,ideology,Right-libertarianism,Right-libertarianism
9149,ideology,Jacobin (magazine),Jacobin (magazine)
9149,ideology,Conservatism in Australia,Conservatism in Australia
9149,ideology,Classical liberalism,Classical liberalism
9149,ideology,The Spectator,The Spectator
9149,position,Right-wing politics,Right-wing politics
285,ideology,Conservatism,Conservatism
285,ideology,Conservatism in Australia,Conservatism in Australia
285,ideology,Liberal conservatism,Liberal conservatism
285,ideology,Agrarianism,Agrarianism
285,ideology,Christian right,Christian right
285,ideology,Guardian Australia,Guardian Australia
285,position,Centre-right politics,Centre-right politics
285,position,right-wing,Right-wing politics
486,ideology,Conservatism,Conservatism
486,ideology,Conservatism in Australia,Conservatism in Australia
486,ideology,Liberalism,Liberalism
486,ideology,Liberalism in Australia,Liberalism in Australia
486,ideology,Liberal conservatism,Liberal conservatism
486,position,Centre-right politics,Centre-right politics
486,position,Right-wing politics,Right-wing politics
338,ideology,Conservatism in Australia,Conservatism in Australia
338,ideology,Monarchy of Australia,Monarchy of Australia
338,ideology,Protectionism,Protectionism
338,ideology,Australian nationalism,Australian nationalism
338,position,Centre-right politics,Centre-right politics
338,position,Right-wing politics,Right-wing politics
1736,ideology,Australian nationalism,Australian nationalism
1736,ideology,Interventionism (politics),Interventionism (politics)
1736,ideology,Social democracy,Social democracy
1736,position,Centre-left politics,Centre-left politics
5453,ideology,Social liberalism,Social liberalism
5453,ideology,Populism,Populism
5453,ideology,South Australia,South Australia
5453,ideology,Regionalism (politics),Regionalism (politics)
5453,position,Centrism,Centrism
1162,ideology,Hansonism,Hansonism
1162,ideology,Australian nationalism,Australian nationalism
1162,ideology,Springer Science+Business Media,Springer Science+Business Media
1162,ideology,Terrorism and Political Violence,Terrorism and Political Violence
1162,ideology,Routledge,Routledge
1162,ideology,National conservatism,National conservatism
1162,ideology,Right-wing populism,Right-wing populism
1162,ideology,Oxford University Press,Oxford University Press
1162,position,Right-wing politics,Right-wing politics
1162,position,Far-right politics,Far-right politics
1996,ideology,Conservatism,Conservatism
1996,ideology,Conservatism in Australia,Conservatism in Australia
1996,ideology,Australian nationalism,Australian nationalism
1996,ideology,Right-wing populism,Right-wing populism
1996,position,Right-wing politics,Right-wing politics
1996,position,BBC,BBC
1996,position,Reuters,Reuters
1996,position,far-right,Far-right politics
1996,position,Yahoo News,Yahoo News
7012,ideology,Hansonism,Hansonism
7012,ideology,Australian nationalism,Australian nationalism
7012,ideology,Social conservatism,Social conservatism
7012,position,Right-wing politics,Right-wing politics
454,ideology,Protectionism,Protectionism
454,ideology,Melbourne University Publishing,Melbourne University Publishing
454,ideology,Liberalism,Liberalism
454,ideology,Colonial liberalism,Colonial liberalism
454,ideology,Cambridge University Press,Cambridge University Press
454,ideology,Australian National University,Australian National University
454,ideology,Constitutionalism,Constitutionalism
454,ideology,Reformism,Reformism
454,ideology,Federalism,Federalism
454,ideology,Liberalism in Australia,Liberalism in Australia
454,ideology,Social liberalism,Social liberalism
454,ideology,Conservatism in Australia,Conservatism in Australia
454,position,Centrism,Centrism
2104,ideology,Social democracy,Social democracy
2104,ideology,Democratic socialism,Democratic socialism
2104,position,Centre-left politics,Centre-left politics
566,ideology,Liberalism in Australia,Liberalism in Australia
566,ideology,Conservatism in Australia,Conservatism in Australia
566,ideology,Monarchy of Australia,Monarchy of Australia
566,ideology,Anti-communism,Anti-communism
566,ideology,Hardline,Hardline
566,ideology,communism,Communism
566,ideology,Prime Minister of Australia,Prime Minister of Australia
566,ideology,1939 United Australia Party leadership election,1939 United Australia Party leadership election
566,ideology,Menzies government (1939–1941),Menzies government (1939–1941)
566,ideology,Communist Party of Australia,Communist Party of Australia
566,ideology,Liberal Party of Australia,Liberal Party of Australia
566,ideology,Melbourne University Law Review,Melbourne University Law Review
566,ideology,The Bulletin (Australian periodical),The Bulletin (Australian periodical)
566,ideology,The Sun (Sydney),The Sun (Sydney)
566,ideology,Economic liberalism,Economic liberalism
566,position,Centre-right politics,Centre-right politics
566,position,Right-wing politics,Right-wing politics
566,position,Australian National University,Australian National University
1411,ideology,Conservatism,Conservatism
1411,ideology,Conservatism in Australia,Conservatism in Australia
1411,ideology,Agrarianism,Agrarianism
1411,position,Centre-right politics,Centre-right politics
599,ideology,National conservatism,National conservatism
599,ideology,National liberalism,National liberalism
599,ideology,Right-wing populism,Right-wing populism
599,ideology,Euroscepticism,Euroscepticism
599,position,Right-wing politics,Right-wing politics
599,position,Far-right politics,Far-right politics
439,ideology,Tyrol (state),Tyrol (state)
439,ideology,Regionalism (politics),Regionalism (politics)
439,ideology,Decentralization,Decentralization
439,ideology,Anti-corruption,Anti-corruption
7711,ideology,Social democracy,Social democracy
7711,ideology,Left-wing populism,Left-wing populism
7711,ideology,Pro-Europeanism,Pro-Europeanism
7711,position,Centre-left politics,Centre-left politics
3678,ideology,Social conservatism,Social conservatism
3678,ideology,Catholic Church and politics,Catholic Church and politics
3678,ideology,Austrian nationalism,Austrian nationalism
3678,ideology,Antisemitism,Antisemitism
3678,ideology,Right-wing populism,Right-wing populism
3678,ideology,Christian socialism,Christian socialism
3678,ideology,Corporatism,Corporatism
3678,ideology,Monarchism,Monarchism
3678,position,Right-wing politics,Right-wing politics
6170,ideology,Agrarianism,Agrarianism
6170,ideology,German nationalism in Austria,German nationalism in Austria
6169,ideology,German nationalism in Austria,German nationalism in Austria
1935,ideology,German nationalism in Austria,German nationalism in Austria
1659,ideology,Green politics,Green politics
1659,ideology,Ecofeminism,Ecofeminism
1659,ideology,Progressivism,Progressivism
1659,ideology,The New York Times,The New York Times
1659,ideology,Pro-Europeanism,Pro-Europeanism
1659,position,Centre-left politics,Centre-left politics
1659,position,Left-wing politics,Left-wing politics
2991,ideology,Conservatism,Conservatism
2991,ideology,Euroscepticism,Euroscepticism
