partyfacts_id,field,value,value_clean
7049,ideology,"{{ubl|class|=|nowrap|
 |[[Big tent]]<br>[[Menemism]]
 |'''Factions:'''
 |[[Liberalism]]|ref|{{bulleted list|{{Cite news|url= https://elpais.com/internacional/2015/11/22/argentina/1448224098_588686.html|title=Macri gana en Argentina y pone fin al kirchnerismo tras 12 años|first=Carlos E.|last=Cué|date=23 November 2015|website=[[El País]]}}|{{Cite news|title=Macri elige un equipo liberal como mensaje a los mercados|url= https://elpais.com/internacional/2015/11/25/argentina/1448484896_491677.html|author=Carlos E. Cué, Alejandro Rebossio|newspaper=[[El País]]|date=26 November 2015}}|{{cite news|title=La crisis perpetua de Argentina|url=https://elpais.com/internacional/2021-02-27/la-crisis-permanente-de-argentina.html|author=Enric González|newspaper=[[El País]]|date=28 February 2021}}|{{Cite web|title=Were Mauricio Macri's mainstream policies doomed from the start?|url= https://www.economist.com/finance-and-economics/2019/09/12/were-mauricio-macris-mainstream-policies-doomed-from-the-start|newspaper=[[The Economist]]|date=12 September 2019}}|{{cite news|title=Mauricio Macri's reforms provide the best hope for Argentina|url=https://www.ft.com/content/0a17c9a4-280f-11e7-9ec8-168383da43b7|author= The FT View|newspaper=[[Financial Times]]|date=23 April 2017}}|{{Cite web|title=Macri pone fin al peronismo|url= https://www.elespanol.com/mundo/20151122/81241911_0.html|newspaper=[[El Español]]|date=22 November 2015}}|{{cite news|title=Macri, ante el desafío de salir del corto plazo|url= https://www.lanacion.com.ar/opinion/macri-ante-el-desafio-de-salir-del-corto-plazo-nid1880034/|author= Luis Gregorich|newspaper=[[La Nación]]|date=16 March 2016}}}}|</ref>|
 |[[Conservatism]]|ref|{{bulleted list|{{cite news|url=https://www.bbc.com/news/world-latin-america-34897150|work=[[BBC]]|title=Conservative Mauricio Macri wins Argentina presidency|access-date=23 November 2015}}|{{cite news|title=Argentina presidential election poses economic choice|url=https://www.bbc.com/news/business-34345872|author=Robert Plummer|publisher=[[BBC]]|date=28 September 2015}}|{{cite news|url= https://www.wsj.com/articles/argentines-cast-votes-for-president-1448209335 |work=[[The Wall Street Journal]]|title=Challenger Mauricio Macri Wins Argentine Presidential Runoff|date=22 November 2015}}|{{cite news|title= Argentinian president Macri vows 'many reforms' after strong election result|url=https://www.theguardian.com/world/2017/oct/24/argentina-president-macri-reforms-election|work=[[The Guardian]]|date=24 October 2017}}|{{Cite web|title= Macri: 'Éste es un cambio trascendente en la política argentina'|url= https://www.elmundo.es/internacional/2015/10/26/562e27ab268e3eb33c8b459d.html |newspaper=[[El Mundo (Spain)|El Mundo]]|date=26 October 2015}}|{{Cite web|title=Mauricio Macri: ""Argentina sufrió mucho por el populismo""|url= https://www.elmundo.es/internacional/2020/10/18/5f8c665021efa00a4a8b4570.html |author=César G. Calero|newspaper=[[El Mundo (Spain)|El Mundo]]|date=18 February 2017}}|{{cite news|title=Argentina's new conservative president is about to turn the country on its head|url=https://www.businessinsider.com/conservative-mauricio-macri-elected-argentina-president-2015-11|author=Richard Lough|newspaper=[[Business Insider]]|date=23 November 2015}}}}|</ref>|
 |[[Social liberalism]]|ref|{{Cite web|title=Macri y el social liberalismo|url=http://opinion.infobae.com/horacio-minotti/2015/07/30/macri-y-el-social-liberalismo/|access-date=2021-09-26|website=Horacio Minotti|language=es-ES}}|{{Cite web|title=Mauricio Macri: ""El kirchnerismo y Podemos caen en la irracionalidad""|url= https://www.elmundo.es/internacional/2020/10/18/5f8c665021efa00a4a8b4570.html |author=Sebastián Fest|newspaper=[[El Mundo (Spain)|El Mundo]]|date=18 October 2020}}|</ref>|
 |[[Social democracy]]|ref|https://www.lanacion.com.ar/opinion/macri-ante-el-desafio-de-salir-del-corto-plazo-nid1880034/|author= Luis Gregorich|newspaper=[[La Nación]]|date=16 March 2016}}}}|</ref>|
| [[Social conservatism]]
| [[Republicanism]]|ref|{{Cite web|date=2019-10-17|title=Lo que Cambiemos nos legó|url=https://www.revistaanfibia.com/lo-que-cambiemos-nos-lego/|access-date=2021-12-20|website=Revista Anfibia|language=es}}|</ref>}}","{{ubl|class|=|nowrap|
 |[[Big tent]]<br>[[Menemism]]
 |
 |[[Liberalism]]|ref|{{bulleted list|{{Cite news|url= https://elpais.com/internacional/2015/11/22/argentina/1448224098_588686.html|title=Macri gana en Argentina y pone fin al kirchnerismo tras 12 años|first=Carlos E.|last=Cué|date=23 November 2015|website=[[El País]]}}|{{Cite news|title=Macri elige un equipo liberal como mensaje a los mercados|url= https://elpais.com/internacional/2015/11/25/argentina/1448484896_491677.html|author=Carlos E. Cué, Alejandro Rebossio|newspaper=[[El País]]|date=26 November 2015}}|{{cite news|title=La crisis perpetua de Argentina|url=https://elpais.com/internacional/2021-02-27/la-crisis-permanente-de-argentina.html|author=Enric González|newspaper=[[El País]]|date=28 February 2021}}|{{Cite web|title=Were Mauricio Macri's mainstream policies doomed from the start?|url= https://www.economist.com/finance-and-economics/2019/09/12/were-mauricio-macris-mainstream-policies-doomed-from-the-start|newspaper=[[The Economist]]|date=12 September 2019}}|{{cite news|title=Mauricio Macri's reforms provide the best hope for Argentina|url=https://www.ft.com/content/0a17c9a4-280f-11e7-9ec8-168383da43b7|author= The FT View|newspaper=[[Financial Times]]|date=23 April 2017}}|{{Cite web|title=Macri pone fin al peronismo|url= https://www.elespanol.com/mundo/20151122/81241911_0.html|newspaper=[[El Español]]|date=22 November 2015}}|{{cite news|title=Macri, ante el desafío de salir del corto plazo|url= https://www.lanacion.com.ar/opinion/macri-ante-el-desafio-de-salir-del-corto-plazo-nid1880034/|author= Luis Gregorich|newspaper=[[La Nación]]|date=16 March 2016}}}}|</ref>|
 |[[Conservatism]]|ref|{{bulleted list|{{cite news|url=https://www.bbc.com/news/world-latin-america-34897150|work=[[BBC]]|title=Conservative Mauricio Macri wins Argentina presidency|access-date=23 November 2015}}|{{cite news|title=Argentina presidential election poses economic choice|url=https://www.bbc.com/news/business-34345872|author=Robert Plummer|publisher=[[BBC]]|date=28 September 2015}}|{{cite news|url= https://www.wsj.com/articles/argentines-cast-votes-for-president-1448209335 |work=[[The Wall Street Journal]]|title=Challenger Mauricio Macri Wins Argentine Presidential Runoff|date=22 November 2015}}|{{cite news|title= Argentinian president Macri vows 'many reforms' after strong election result|url=https://www.theguardian.com/world/2017/oct/24/argentina-president-macri-reforms-election|work=[[The Guardian]]|date=24 October 2017}}|{{Cite web|title= Macri: 'Éste es un cambio trascendente en la política argentina'|url= https://www.elmundo.es/internacional/2015/10/26/562e27ab268e3eb33c8b459d.html |newspaper=[[El Mundo (Spain)|El Mundo]]|date=26 October 2015}}|{{Cite web|title=Mauricio Macri: ""Argentina sufrió mucho por el populismo""|url= https://www.elmundo.es/internacional/2020/10/18/5f8c665021efa00a4a8b4570.html |author=César G. Calero|newspaper=[[El Mundo (Spain)|El Mundo]]|date=18 February 2017}}|{{cite news|title=Argentina's new conservative president is about to turn the country on its head|url=https://www.businessinsider.com/conservative-mauricio-macri-elected-argentina-president-2015-11|author=Richard Lough|newspaper=[[Business Insider]]|date=23 November 2015}}}}|</ref>|
 |[[Social liberalism]]|ref|{{Cite web|title=Macri y el social liberalismo|url=http://opinion.infobae.com/horacio-minotti/2015/07/30/macri-y-el-social-liberalismo/|access-date=2021-09-26|website=Horacio Minotti|language=es-ES}}|{{Cite web|title=Mauricio Macri: ""El kirchnerismo y Podemos caen en la irracionalidad""|url= https://www.elmundo.es/internacional/2020/10/18/5f8c665021efa00a4a8b4570.html |author=Sebastián Fest|newspaper=[[El Mundo (Spain)|El Mundo]]|date=18 October 2020}}|</ref>|
 |[[Social democracy]]|ref|https://www.lanacion.com.ar/opinion/macri-ante-el-desafio-de-salir-del-corto-plazo-nid1880034/|author= Luis Gregorich|newspaper=[[La Nación]]|date=16 March 2016}}}}|</ref>|
| [[Social conservatism]]
| [[Republicanism]]|ref|{{Cite web|date=2019-10-17|title=Lo que Cambiemos nos legó|url=https://www.revistaanfibia.com/lo-que-cambiemos-nos-lego/|access-date=2021-12-20|website=Revista Anfibia|language=es}}|</ref>}}"
7049,position,[[Centrism|Centre]] to [[Centre-right politics|centre-right]],[[Centrism|Centre]] to [[Centre-right politics|centre-right]]
6159,ideology,[[Liberalism]] <br>[[Civic humanism]] <br>[[Anti-corruption]],[[Liberalism]] <br>[[Civic humanism]] <br>[[Anti-corruption]]
6159,position,[[Centrism|Centre]],[[Centrism|Centre]]
2529,ideology,[[Conservatism]],[[Conservatism]]
2529,position,[[Centre-right]],[[Centre-right]]
5088,ideology,[[Conservatism]],[[Conservatism]]
5088,position,[[Center-right]] to [[Right-wing]],[[Center-right]] to [[Right-wing]]
8672,ideology,[[Kirchnerism]] <br>[[Peronism]],[[Kirchnerism]] <br>[[Peronism]]
8672,position,[[Centre-left politics|Centre-left]],[[Centre-left politics|Centre-left]]
5188,ideology,[[Christian democracy]] {{Better source needed|reason|=|This source is a self-published one.|date|=|August 2021}} <br />[[Social conservatism]] {{Better source needed|reason|=|This source is a self-published one.|date|=|August 2021}},[[Christian democracy]] {{Better source needed|reason|=|This source is a self-published one.|date|=|August 2021}} <br />[[Social conservatism]] {{Better source needed|reason|=|This source is a self-published one.|date|=|August 2021}}
5188,position,[[Centrism|Centre]] {{Better source needed|reason|=|This source is a self-published one.|date|=|August 2021}},[[Centrism|Centre]] {{Better source needed|reason|=|This source is a self-published one.|date|=|August 2021}}
7747,ideology,[[Kirchnerism]] <br/>[[Social democracy]]<br>[[Third Way]]<br>'''Historical''':<br>[[Federal Peronism]],[[Kirchnerism]] <br/>[[Social democracy]]<br>[[Third Way]]<br>:<br>[[Federal Peronism]]
7747,position,[[Centrism|Centre]] to [[Centre-left politics|centre-left]]<br>'''Historical''':<br>[[Centre-right politics|Centre-right]],[[Centrism|Centre]] to [[Centre-left politics|centre-left]]<br>:<br>[[Centre-right politics|Centre-right]]
6161,ideology,[[Progressivism]] <br />[[Social democracy]] <br />[[Democratic socialism]]<br />'''Factions:'''<br />[[Parliamentary democracy|Parliamentarism]]<br />[[Socialism of the 21st century]],[[Progressivism]] <br />[[Social democracy]] <br />[[Democratic socialism]]<br /><br />[[Parliamentary democracy|Parliamentarism]]<br />[[Socialism of the 21st century]]
6161,position,[[Centre-left politics|Centre-left]],[[Centre-left politics|Centre-left]]
7975,ideology,[[Peronism]] <br>'''Factions:'''<br>[[Kirchnerism]]<br>[[Radicalism (historical)|Radicalism]]<br>[[Social democracy]],[[Peronism]] <br><br>[[Kirchnerism]]<br>[[Radicalism (historical)|Radicalism]]<br>[[Social democracy]]
7975,position,[[Centre-left]],[[Centre-left]]
6649,ideology,[[Trotskyism]],[[Trotskyism]]
6649,position,[[Far-left]],[[Far-left]]
7743,ideology,[[Social democracy]]<br/>[[Peronism]] <br />[[Progressivism]] <br />[[Kirchnerism]],[[Social democracy]]<br/>[[Peronism]] <br />[[Progressivism]] <br />[[Kirchnerism]]
7743,position,[[Centre-left politics|Centre-left]],[[Centre-left politics|Centre-left]]
8059,ideology,[[Peronism]] <br/>[[Social democracy]] <br/>[[Populism]] <br/>[[Syncretic politics|Syncretism]] <br>'''Factions:'''<br/>[[Kirchnerism]]&nbsp;(majority) <br/>[[Menemism]]&nbsp;(minority),[[Peronism]] <br/>[[Social democracy]] <br/>[[Populism]] <br/>[[Syncretic politics|Syncretism]] <br><br/>[[Kirchnerism]]&nbsp;(majority) <br/>[[Menemism]]&nbsp;(minority)
8059,position,"[[Big tent]] <br> {{nowrap|Kirchnerists: <br>[[Centre-left politics|Centre-left]]|ref|{{Cite web|url=https://www.pagina12.com.ar/diario/elpais/1-99666-2008-02-26.html|title=Página/12 :: El país :: Kirchner con Capitanich}}|</ref>| to [[Left-wing politics|left-wing]]|ref|{{bulleted list
|{{cite news|title=Argentina shifts to the right after Mauricio Macri wins presidential runoff|url=https://www.theguardian.com/world/2015/nov/22/argentina-election-exit-polls-buenos-aires-mauricio-macri|work=[[The Guardian]]|date=November 23, 2015}}
|{{cite web|url=https://www.wsj.com/articles/SB10001424127887324328204578576053901784268|title=Argentine President Stumps for Congressional Candidates|quote=Speaking to thousands of supporters in a packed soccer stadium, Mrs. Kirchner stumped for the candidates who will represent her left-wing coalition, the FPV, in October's vote.|date=29 June 2013|access-date=13 February 2020|publisher=Wall Street Journal}}
|{{cite news|title= Argentinian president Macri vows 'many reforms' after strong election result|url=https://www.theguardian.com/world/2017/oct/24/argentina-president-macri-reforms-election|work=[[The Guardian]]|date=October 24, 2017}}
|{{cite news |date=April 18, 2006 |title=Analysis: Latin America's new left axis |url=http://news.bbc.co.uk/2/hi/americas/4916270.stm |publisher=[[BBC Online]] |access-date=January 25, 2010}}}}|</ref>|<br>Menemists: <br>[[Centre-right politics|Centre-right]]|ref|{{Cite web|url=https://www.britannica.com/topic/Peronist|title = Peronist &#124; History, Facts, & Juan Peron}}|</ref>}} to [[Left-wing politics|left-wing]] <br>Menemists: <br>[[Centre-right politics|Centre-right]]","[[Big tent]] <br> {{nowrap|Kirchnerists: <br>[[Centre-left politics|Centre-left]]|ref|{{Cite web|url=https://www.pagina12.com.ar/diario/elpais/1-99666-2008-02-26.html|title=Página/12 :: El país :: Kirchner con Capitanich}}|</ref>| to [[Left-wing politics|left-wing]]|ref|{{bulleted list
|{{cite news|title=Argentina shifts to the right after Mauricio Macri wins presidential runoff|url=https://www.theguardian.com/world/2015/nov/22/argentina-election-exit-polls-buenos-aires-mauricio-macri|work=[[The Guardian]]|date=November 23, 2015}}
|{{cite web|url=https://www.wsj.com/articles/SB10001424127887324328204578576053901784268|title=Argentine President Stumps for Congressional Candidates|quote=Speaking to thousands of supporters in a packed soccer stadium, Mrs. Kirchner stumped for the candidates who will represent her left-wing coalition, the FPV, in October's vote.|date=29 June 2013|access-date=13 February 2020|publisher=Wall Street Journal}}
|{{cite news|title= Argentinian president Macri vows 'many reforms' after strong election result|url=https://www.theguardian.com/world/2017/oct/24/argentina-president-macri-reforms-election|work=[[The Guardian]]|date=October 24, 2017}}
|{{cite news |date=April 18, 2006 |title=Analysis: Latin America's new left axis |url=http://news.bbc.co.uk/2/hi/americas/4916270.stm |publisher=[[BBC Online]] |access-date=January 25, 2010}}}}|</ref>|<br>Menemists: <br>[[Centre-right politics|Centre-right]]|ref|{{Cite web|url=https://www.britannica.com/topic/Peronist|title = Peronist &#124; History, Facts, & Juan Peron}}|</ref>}} to [[Left-wing politics|left-wing]] <br>Menemists: <br>[[Centre-right politics|Centre-right]]"
2530,ideology,[[Peronism]] <br />[[Social democracy]] {{sfn|Kaufman|2011|p|=|103}} <br />[[Kirchnerism]] <br />[[Left-wing populism]],[[Peronism]] <br />[[Social democracy]] {{sfn|Kaufman|2011|p|=|103}} <br />[[Kirchnerism]] <br />[[Left-wing populism]]
2530,position,"{{Nowrap|[[Centre-left politics|Centre-left]]|ref| name=""CL1""|{{cite web |url=http://www.aljazeera.com/indepth/features/2011/10/20111024151344875546.html |title=Argentina's Kirchner re-elected by landslide |date=October 24, 2011 |website=[[Al Jazeera]] |access-date=October 13, 2014}}|</ref>|ref| name=""CL2""|{{cite web |url=http://www.express.co.uk/news/world/439636/Fernandez-party-retains-congress |title=Fernandez party retains congress |date=October 28, 2013 |website=[[Daily Express]] |access-date=October 13, 2014}}|</ref>| to<br /> [[Left-wing politics|left-wing]]|ref| name=""The Guardian""|{{cite news|title=Argentina shifts to the right after Mauricio Macri wins presidential runoff|url=https://www.theguardian.com/world/2015/nov/22/argentina-election-exit-polls-buenos-aires-mauricio-macri|work=[[The Guardian]]|date=November 23, 2015}}|</ref>|ref|{{cite web|url=https://www.wsj.com/articles/SB10001424127887324328204578576053901784268|title=Argentine President Stumps for Congressional Candidates|quote=Speaking to thousands of supporters in a packed soccer stadium, Mrs. Kirchner stumped for the candidates who will represent her left-wing coalition, the FPV, in October's vote.|date=29 June 2013|access-date=13 February 2020|publisher=Wall Street Journal}}|</ref>|ref|{{cite news|title= Argentinian president Macri vows 'many reforms' after strong election result|url=https://www.theguardian.com/world/2017/oct/24/argentina-president-macri-reforms-election|work=[[The Guardian]]|date=October 24, 2017}}|</ref>|ref|{{cite news |date=April 18, 2006 |title=Analysis: Latin America's new left axis |url=http://news.bbc.co.uk/2/hi/americas/4916270.stm |publisher=[[BBC Online]] |access-date=January 25, 2010}}|</ref>}} to<br /> [[Left-wing politics|left-wing]]","{{Nowrap|[[Centre-left politics|Centre-left]]|ref| name=""CL1""|{{cite web |url=http://www.aljazeera.com/indepth/features/2011/10/20111024151344875546.html |title=Argentina's Kirchner re-elected by landslide |date=October 24, 2011 |website=[[Al Jazeera]] |access-date=October 13, 2014}}|</ref>|ref| name=""CL2""|{{cite web |url=http://www.express.co.uk/news/world/439636/Fernandez-party-retains-congress |title=Fernandez party retains congress |date=October 28, 2013 |website=[[Daily Express]] |access-date=October 13, 2014}}|</ref>| to<br /> [[Left-wing politics|left-wing]]|ref| name=""The Guardian""|{{cite news|title=Argentina shifts to the right after Mauricio Macri wins presidential runoff|url=https://www.theguardian.com/world/2015/nov/22/argentina-election-exit-polls-buenos-aires-mauricio-macri|work=[[The Guardian]]|date=November 23, 2015}}|</ref>|ref|{{cite web|url=https://www.wsj.com/articles/SB10001424127887324328204578576053901784268|title=Argentine President Stumps for Congressional Candidates|quote=Speaking to thousands of supporters in a packed soccer stadium, Mrs. Kirchner stumped for the candidates who will represent her left-wing coalition, the FPV, in October's vote.|date=29 June 2013|access-date=13 February 2020|publisher=Wall Street Journal}}|</ref>|ref|{{cite news|title= Argentinian president Macri vows 'many reforms' after strong election result|url=https://www.theguardian.com/world/2017/oct/24/argentina-president-macri-reforms-election|work=[[The Guardian]]|date=October 24, 2017}}|</ref>|ref|{{cite news |date=April 18, 2006 |title=Analysis: Latin America's new left axis |url=http://news.bbc.co.uk/2/hi/americas/4916270.stm |publisher=[[BBC Online]] |access-date=January 25, 2010}}|</ref>}} to<br /> [[Left-wing politics|left-wing]]"
