partyfacts_id,source,position
191,position,far-right
191,ideology,belgian nationalism
191,ideology,opposition to immigration
3689,ideology,flemish movement
3689,ideology,autonomy
3689,ideology,socialism
3689,ideology,fascism
3689,position,left-wing
3689,position,far-right
1892,ideology,belgian nationalism
1892,ideology,christian democracy
1892,ideology,conservatism
1892,ideology,clericalism
1892,position,centre-right
302,ideology,communism
302,ideology,eurocommunism
302,position,far-left
275,ideology,liberalism
275,ideology,classical liberalism
275,ideology,anti-clericalism
275,position,centre-left
275,position,left-wing
43,ideology,libertarianism
43,ideology,the guardian
43,ideology,national liberalism
43,ideology,conservative liberalism
43,ideology,right-wing populism
43,ideology,norwegian centre for research data
43,ideology,euroscepticism
43,position,right-wing
791,ideology,christian democracy
791,ideology,liberal conservatism
791,position,centre-right
789,ideology,liberalism
789,ideology,liberalism in belgium
789,ideology,pro-europeanism
789,position,centre-right
36,ideology,flemish movement
36,ideology,conservatism
36,ideology,economic liberalism
36,ideology,euroscepticism
36,position,centre-right
36,position,right-wing
1753,ideology,marxism
1753,ideology,socialism
1753,position,left-wing
1753,position,far-left
49,ideology,liberalism
49,ideology,liberalism in belgium
49,ideology,pro-europeanism
49,position,centre-right
639,ideology,conservative liberalism
639,ideology,right-wing populism
639,ideology,euroscepticism
639,position,right-wing
639,position,far-right
554,ideology,liberalism
554,position,centre-right
1829,ideology,national catholicism
1829,ideology,corporate statism
1829,ideology,fascism
1829,ideology,antisemitism
1829,position,far-right
633,ideology,christian democracy
633,ideology,christian humanism
633,ideology,pro-europeanism
633,ideology,conservatism
633,ideology,christian left
633,position,centre
633,position,routledge
633,position,centre-right
405,ideology,christian democracy
405,ideology,pro-europeanism
405,position,centre
405,position,centre-right
500,ideology,social democracy
500,position,centre-left
1016,ideology,classical radicalism
1016,ideology,anti-establishment
1016,ideology,civil libertarianism
1016,ideology,animal welfare
1016,ideology,anti-imperialism
1016,ideology,civic nationalism
1016,ideology,political satire
1016,ideology,libertarianism
1016,ideology,populism
1016,ideology,republicanism
1016,position,big tent
281,ideology,regionalism
281,ideology,walloon movement
281,ideology,rattachism
281,position,centre
281,position,centre-left
7008,ideology,walloon movement
7008,ideology,rattachism
7008,ideology,pluralism (political theory)
7008,ideology,republicanism
7015,ideology,social liberalism
7015,ideology,green liberalism
7015,ideology,social democracy
7015,ideology,regionalism
7015,position,centre
7015,position,centre-left
1680,ideology,social democracy
1680,position,centre-left
780,ideology,social democracy
780,ideology,christian democracy
780,ideology,christian left
780,position,centre-left
76,ideology,social liberalism
76,ideology,euroscepticism
76,ideology,conservative liberalism
76,position,centre-left
1968,ideology,flemish movement
1968,ideology,opposition to immigration
1968,ideology,right-wing populism
1968,ideology,euroscepticism
1968,position,right-wing
1968,position,far-right
553,ideology,flemish movement
553,ideology,opposition to immigration
553,ideology,national conservatism
553,ideology,right-wing populism
553,position,far-right
3879,ideology,flemish movement
3879,ideology,greater netherlands
3879,ideology,corporate statism
3879,ideology,right-wing populism
3879,position,far-right
1424,ideology,flemish movement
1424,ideology,liberalism
1424,position,big tent
4085,ideology,conservatism
3739,ideology,christian democracy
3739,ideology,social democracy
3739,ideology,nationalism
3739,ideology,republicanism
3739,position,centre
3739,position,centre-left
3739,position,freedom house
3738,ideology,conservatism
3738,position,centre-right
5920,ideology,social democracy
5920,ideology,third way
2300,ideology,populism
2300,ideology,liberalism
2300,position,centre
4089,ideology,democratic socialism
4089,ideology,social democracy
3828,ideology,communism
3828,ideology,marxism-leninism
3828,ideology,stalinism
3828,ideology,hoxhaism
3828,ideology,anti-revisionism (marxism-leninism)
3828,position,far-left
5448,ideology,african nationalism
5448,ideology,african socialism
5448,ideology,republicanism
5448,ideology,welfarism
5448,ideology,private property
5448,ideology,nationalism
5448,ideology,decolonization
5413,ideology,communism
5413,ideology,marxism-leninism
5413,ideology,socialism
5413,ideology,nationalism
5776,ideology,african nationalism
5776,ideology,private property
5776,ideology,welfarism
5776,ideology,decolonization
2365,ideology,progressivism
2365,position,centre-left
2368,position,centre-left
2368,ideology,social democracy
2368,ideology,democratic socialism
5775,ideology,nationalism
3839,ideology,liberal democracy
6569,ideology,progressivism
6569,ideology,social democracy
6569,ideology,democratic socialism
7193,ideology,nationalism
3790,ideology,fiscal conservatism
3790,ideology,direct democracy
3790,ideology,reformism
3790,position,centre-right
3721,ideology,social democracy
3721,ideology,social conservatism
3721,position,centre-left
3723,ideology,conservative liberalism
3723,position,centre
3723,position,centre-right
3820,ideology,social democracy
3820,ideology,democratic socialism
3820,position,centre-left
3303,ideology,social democracy
3303,position,centre
3303,position,centre-left
3822,ideology,conservatism
3822,ideology,royalist
3822,position,centre-right
3823,ideology,royalist
3823,ideology,liberalism
3823,ideology,progressivism
3823,position,centre
3823,position,centre-left
4393,ideology,conservatism
4393,ideology,national conservatism
4393,ideology,neoliberalism
4393,ideology,state capitalism
4393,ideology,technocracy
4393,ideology,free market
4393,position,right-wing
8126,ideology,liberalism
8126,ideology,third way
8126,ideology,constitutionalism
8126,position,centre
8126,position,bbc news
8126,position,time (magazine)
8126,position,the guardian
8126,position,international crisis group
8126,position,centre-right
8126,position,el país
4396,ideology,left-wing populism
4396,ideology,indigenismo
4396,position,left-wing
8314,position,right-wing
4051,ideology,falangism
4051,ideology,statism
4051,ideology,nationalism
4051,position,far-right
170,ideology,neoliberalism
170,ideology,el país
170,ideology,third way
170,position,centre-right
170,position,congressional research service
170,position,reuters
6028,ideology,populism
6028,ideology,communism
6028,ideology,marxism-leninism
6028,ideology,left-wing nationalism
6028,position,centre-right
6028,position,far-left
5143,ideology,democratic socialism
5143,ideology,progressivism
5143,position,centre-left
442,ideology,socialism
442,ideology,left-wing populism
442,ideology,indigenismo
442,ideology,left-wing nationalism
442,ideology,taylor & francis
442,ideology,progressivism
442,ideology,socialism of the 21st century
442,ideology,anti-capitalism
442,ideology,anti-imperialism
442,ideology,trotskyism
442,position,left-wing
442,position,far-left
442,position,time (magazine)
4398,ideology,progressivism
4398,position,centre-left
4387,ideology,social democracy
4387,ideology,left-wing nationalism
4387,position,centre-left
4387,position,left-wing
8312,ideology,conservatism
8312,ideology,right-wing populism
8312,ideology,neoliberalism
8312,ideology,ultranationalism
8312,ideology,regionalism
8312,position,right-wing
8312,position,far-right
4392,position,left-wing
4392,ideology,indigenismo
4392,ideology,minority rights
4392,ideology,socialism
4392,ideology,nationalism
568,ideology,liberal conservatism
568,ideology,federalism
568,ideology,conservatism
568,ideology,liberalism
568,ideology,wiener zeitung
568,ideology,social democracy
568,ideology,left-wing nationalism
568,ideology,economic nationalism
568,ideology,left-wing populism
568,ideology,statism
568,ideology,reformism
568,position,centre-right
568,position,right-wing
568,position,centre-left
568,position,left-wing
8695,ideology,agrarianism
8695,ideology,conservatism
8695,ideology,christian democracy
8695,position,centre-right
8694,ideology,indigenismo
8694,position,left-wing
4388,ideology,indigenismo
4386,ideology,populism
4386,ideology,conservatism
4386,position,centre-right
8693,ideology,communism
8693,ideology,marxism-leninism
8693,position,far-left
5380,ideology,conservatism
5380,ideology,constitutionalism
5380,ideology,positivism
5380,ideology,liberalism
5380,ideology,populism
5380,ideology,caudillo
5380,ideology,catholic church and politics
5380,ideology,christian socialism
5380,ideology,nationalism
5380,ideology,pacifism
5380,ideology,oligarchy
5380,ideology,liberal conservatism
5380,ideology,anti-communism
5380,ideology,anti-masonry
5380,ideology,criticism of socialism
5380,ideology,capitalism
5380,position,right-wing
5107,ideology,communism
5107,ideology,marxism
5107,position,left-wing
5107,position,far-left
5106,ideology,liberal conservatism
5106,ideology,republicanism
5106,ideology,agrarianism
5106,ideology,corporatism
5106,ideology,anti-communism
5106,ideology,anti-fascism
5106,position,right-wing
5139,position,far-right
5139,ideology,christian democracy
5139,ideology,ultraconservatism
5108,ideology,liberalism
5108,ideology,classical liberalism
5108,ideology,laissez-faire
5108,ideology,social liberalism
5108,position,big tent
5108,position,centre-right
5108,position,right-wing
5108,position,centre
5108,position,centre-left
5110,ideology,nationalism
5110,ideology,reformism
5381,ideology,big tent
5381,ideology,liberalism
5381,position,big tent
5111,ideology,conservatism
5111,ideology,liberal conservatism
5111,ideology,agrarianism
5111,position,right-wing
5109,ideology,reformism
5109,ideology,left-wing populism
5109,ideology,socialism
5109,position,left-wing
4394,ideology,nationalism
4394,ideology,liberal conservatism
4394,position,centre-right
6246,position,left-wing
6246,ideology,socialism
6246,ideology,corporatism
4384,ideology,socialism
4384,ideology,democratic socialism
4384,position,left-wing
5138,ideology,green politics
5138,position,centre-left
1238,ideology,nationalism
1238,ideology,economic liberalism
1238,ideology,conservatism
1238,position,right-wing
4395,ideology,conservatism
4395,ideology,populism
4395,position,centre-right
4395,position,right-wing
3683,ideology,bosniak nationalism
3683,position,centre-right
7801,ideology,agrarianism
7801,ideology,croatian nationalism
7801,ideology,christian democracy
7801,ideology,social liberalism
7801,position,centre
7801,position,centre-left
7801,position,centre-right
4717,position,centre
4717,position,centre-left
4717,ideology,unitary state
4717,ideology,civic nationalism
4717,ideology,pro-europeanism
1159,ideology,regionalism
1159,ideology,corporatism
1159,ideology,agrarianism
1159,ideology,anti-corruption
1159,position,right-wing
3170,ideology,serbian nationalism
3170,ideology,national conservatism
3170,position,centre-right
5464,ideology,social liberalism
3168,ideology,christian democracy
3168,ideology,conservatism
3168,ideology,croatian nationalism
3168,ideology,federalism
3168,ideology,pro-europeanism
3168,position,centre-right
1760,ideology,conservatism
1760,ideology,christian democracy
1760,ideology,croatian nationalism
